ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,INJURY,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,North York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Other,Passenger,None,Other,11,0,1,0,0,1,0,0,0,0,0,0,0,1,32,50,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,21,0,1,0,0,0,0,0,1,0,0,0,1,0,33,53,8
Collector,Scarborough,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,SMV Unattended Vehicle,Other,None,Truck,0,0,1,0,1,0,0,1,1,0,0,0,0,1,42,132,9
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,2,0,1,0,0,0,0,0,1,0,0,0,1,1,22,16,12
Minor Arterial,Scarborough,Intersection,Other,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,8,0,1,0,0,0,0,0,1,0,0,0,1,0,42,116,1
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Dark,Dry,Turning Movement,Driver,None,Bus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22,19,11
Major Arterial,Etobicoke York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,Major,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,0,0,23,3,9
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Major,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,53,104,2
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Bus,20,0,0,0,0,1,0,0,0,0,0,0,1,0,23,2,10
Major Arterial,Scarborough,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,41,124,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,32,51,5
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Dark,Dry,Rear End,Truck Driver,Minor,Truck,2,0,1,0,1,0,0,1,1,0,0,0,0,0,23,1,10
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,SMV Other,Driver,None,Automobile,0,0,1,0,0,0,0,0,1,0,1,0,0,1,43,137,6
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Rain,Dark,Wet,Turning Movement,Driver,Fatal,Automobile,22,0,1,0,0,0,0,1,1,0,0,0,0,1,53,98,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,Fatal,Other,2,0,1,0,0,0,0,0,1,1,0,0,0,1,23,21,6
Minor Arterial,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,19,0,1,0,0,0,0,0,0,0,0,0,1,0,11,93,9
Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,11,1,1,0,0,0,0,0,0,0,0,0,0,0,13,107,8
Minor Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,1,0,42,132,2
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Pedestrian Collisions,Truck Driver,None,Other,17,0,0,0,1,0,0,0,1,0,0,0,1,0,23,1,10
Major Arterial,Toronto and East York,Other,Other,Other,Other,Dark,Other,Other,Passenger,Major,Other,21,0,1,0,0,0,0,0,0,0,0,0,0,1,55,62,3
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,10,0,0,0,1,0,0,0,1,0,0,0,1,0,51,75,6
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Rain,Dark,Wet,Approaching,Driver,Fatal,Automobile,20,0,1,0,0,0,0,0,0,0,1,0,0,0,23,2,4
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,14,0,1,0,0,0,0,0,1,0,0,0,1,0,54,57,7
Local,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,4,0,1,0,0,0,0,0,0,0,0,0,1,0,12,113,1
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Turning Movement,Vehicle Owner,None,Other,19,0,1,1,0,0,0,1,1,0,0,0,0,0,42,118,5
Major Arterial,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,10,0,1,0,0,0,0,0,0,0,0,0,1,0,32,33,6
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Major,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,51,75,9
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Minor,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,0,0,41,124,2
Local,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Fatal,Automobile,16,0,1,0,0,0,0,0,0,0,0,0,0,1,22,20,4
Minor Arterial,Etobicoke York,Mid-Block,At/Near Private Drive,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,1,0,22,11,6
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Fatal,Other,7,0,0,0,0,1,0,0,1,0,0,0,1,0,31,24,12
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Bus,21,0,0,0,0,1,0,0,0,0,0,0,1,1,14,84,7
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Wet,SMV Other,Passenger,Major,Other,0,0,1,0,0,0,0,1,1,0,0,0,0,1,41,120,2
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,41,122,9
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Other,SMV Unattended Vehicle,Other,None,Other,19,0,1,0,0,0,0,0,0,0,0,0,0,1,41,123,11
Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,None,Automobile,9,0,1,0,0,0,0,0,1,1,0,0,0,1,32,50,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,None,Automobile,12,0,1,0,0,0,0,0,1,0,0,0,0,1,43,137,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Driver,None,Automobile,13,0,1,0,0,0,0,0,0,0,0,0,0,1,42,130,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,20,0,1,1,0,0,0,0,1,1,0,0,0,0,32,34,6
Minor Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,1,0,41,122,6
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,11,0,0,0,1,0,0,0,0,0,0,0,1,0,54,44,12
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Pedestrian Collisions,Driver,Minor,Automobile,19,0,1,0,0,0,0,1,1,0,0,0,1,1,32,50,2
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Other,None,Other,12,0,1,0,0,0,0,0,0,0,0,0,0,1,53,97,5
Minor Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,1,0,13,93,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,7,0,1,0,0,0,0,0,1,0,0,0,1,0,43,123,1
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,Minor,Other,19,0,1,0,0,0,0,0,1,1,0,0,0,1,41,138,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Motorcycle Passenger,Major,2 Wheels,15,0,1,1,0,0,0,0,1,0,0,0,0,0,54,54,7
Minor Arterial,Etobicoke York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,1,0,12,111,6
Minor Arterial,Toronto and East York,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,1,0,55,70,6
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,None,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,1,55,64,6
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,None,Automobile,5,0,1,0,0,0,0,0,1,1,0,0,0,1,42,130,11
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dusk,Dry,Cyclist Collisions,Driver,None,Automobile,21,1,1,0,0,0,0,0,1,0,0,0,0,0,53,95,6
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Automobile,5,1,1,0,0,0,0,0,1,0,0,0,0,0,43,137,3
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Snow,Daylight,Snow,Approaching,Driver,Major,Automobile,14,0,1,0,1,0,0,1,1,0,0,0,0,0,54,58,3
Local,Scarborough,Mid-Block,Other,No Control,Rain,Daylight,Wet,SMV Other,Driver,Major,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,0,0,43,131,2
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,15,0,1,1,0,0,0,0,1,1,0,0,0,1,51,72,7
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Bus,9,0,1,0,0,1,0,0,1,0,0,0,0,1,41,119,6
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,None,Other,10,0,1,1,0,0,0,1,1,0,0,0,0,0,42,129,6
Collector,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,12,0,1,0,0,0,0,0,0,0,0,0,1,1,54,61,7
Minor Arterial,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,18,1,1,0,0,0,0,0,1,0,0,0,0,0,42,118,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,Minor,Other,19,0,1,1,0,0,0,0,0,0,0,0,0,1,14,77,12
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Driver,Major,Automobile,6,0,1,0,0,0,0,0,1,0,0,0,0,0,13,107,11
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dusk,Wet,Pedestrian Collisions,Vehicle Owner,None,Other,19,0,1,0,0,0,0,0,1,0,0,0,1,0,42,118,8
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Minor,Automobile,21,0,1,0,0,0,0,1,1,0,0,0,0,1,22,7,3
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Driver,Fatal,Automobile,4,0,1,0,0,0,0,0,0,0,0,0,0,0,12,28,7
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,21,0,1,0,0,0,0,0,1,1,0,0,1,0,31,22,12
Minor Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Angle,Motorcycle Passenger,Major,2 Wheels,15,0,1,1,0,0,0,0,1,0,0,0,0,0,54,59,5
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,52,77,5
Major Arterial,Etobicoke York,Intersection,Other,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,SMV Other,Other,None,Other,0,0,1,0,0,0,0,1,1,0,0,0,0,0,31,23,5
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Pedestrian Collisions,Driver,None,Automobile,6,0,1,0,0,0,0,0,0,0,0,0,1,0,11,89,10
Major Arterial,Toronto and East York,Intersection,Non Intersection,Traffic Signal,Clear,Dawn,Dry,Approaching,Driver,Major,Automobile,6,0,1,0,0,0,0,0,0,0,0,0,0,1,41,120,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,16,1,0,0,0,1,0,0,0,0,0,0,0,0,14,93,6
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,52,76,12
Major Arterial,Scarborough,Intersection,Other,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,21,1,1,0,0,0,0,0,1,0,0,0,0,0,43,127,1
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Sideswipe,Driver,None,Automobile,16,0,1,1,0,0,0,0,0,0,0,0,0,0,41,126,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Fatal,Other,1,0,0,0,0,1,0,0,0,0,0,0,1,0,55,63,5
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,16,0,1,1,0,0,0,0,0,0,0,0,0,1,14,80,8
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Major,Automobile,7,0,1,0,0,0,0,0,0,0,0,0,0,0,54,58,11
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Rear End,Passenger,Minor,Other,16,0,1,0,1,0,0,0,1,0,0,0,0,1,12,28,12
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Dark,Wet,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,19,1,0,0,0,1,0,0,1,0,0,0,0,0,43,136,2
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,Major,2 Wheels,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33,45,7
Minor Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Passenger,Minor,Other,14,0,1,0,0,0,0,0,1,0,0,0,0,1,22,9,12
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Dawn,Dry,Angle,Driver,None,Automobile,1,0,1,0,0,0,0,1,1,0,0,0,0,1,41,119,1
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Major,Other,6,0,1,0,0,0,0,0,1,0,0,0,0,1,53,99,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Fatal,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,1,32,33,2
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,SMV Unattended Vehicle,Driver,Major,Automobile,2,0,1,0,0,0,0,1,1,0,0,0,0,1,14,77,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,18,0,1,1,0,0,0,0,1,1,0,0,0,0,42,131,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,21,0,1,1,0,0,0,0,1,1,0,0,0,1,43,127,5
Minor Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,18,1,1,0,0,0,0,0,1,0,0,0,0,0,52,77,7
Collector,Scarborough,Mid-Block,Other,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,SMV Other,Other,None,Other,2,0,1,0,0,0,0,0,0,0,1,0,0,0,42,117,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,Fatal,Automobile,18,0,1,0,0,0,0,0,1,1,1,0,0,0,43,135,11
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,13,0,1,0,0,0,0,0,0,0,0,0,1,1,22,14,9
Minor Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Wet,Pedestrian Collisions,Driver,None,Truck,18,0,1,0,0,0,0,0,1,0,0,0,1,1,13,31,12
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,None,Other,15,0,1,0,0,0,0,0,0,0,0,0,0,1,22,17,6
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,18,0,1,0,0,0,0,0,0,0,0,0,1,0,23,1,9
Collector,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,Driver,None,Automobile,7,0,1,0,0,0,0,0,1,0,0,0,1,1,42,131,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Turning Movement,Other,None,Other,5,0,1,0,0,0,0,0,1,0,0,0,0,0,13,101,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dusk,Wet,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,18,1,1,0,0,0,0,0,1,0,0,0,0,0,52,76,10
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Vehicle Owner,None,Other,1,0,1,0,0,0,0,1,1,0,0,0,1,1,55,62,5
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Passenger,Minor,Automobile,20,0,1,0,0,0,0,0,1,1,0,0,0,1,14,82,2
Major Arterial,Scarborough,Intersection,Other,Stop Sign,Clear,Daylight,Dry,Turning Movement,Passenger,Minor,Other,7,0,1,0,0,0,0,0,1,0,0,0,0,1,42,131,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Driver,None,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,1,0,53,102,12
Major Arterial,Scarborough,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Cyclist Passenger,Major,2 Wheels,13,1,1,0,0,0,0,0,0,0,0,0,0,0,43,136,4
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Passenger,Major,Other,18,0,1,0,0,0,0,0,1,0,0,0,0,1,42,131,11
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,2,0,1,0,0,0,0,0,0,0,0,0,1,0,51,73,7
Collector,North York,Intersection,Other,No Control,Clear,Daylight,Wet,SMV Other,Passenger,Fatal,Other,11,0,1,0,0,0,0,1,1,0,0,0,0,1,54,43,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Major,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,52,75,2
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Angle,Driver,None,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,1,32,51,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,3,0,1,0,0,0,0,0,0,0,0,0,1,0,14,77,9
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Approaching,Other,None,Other,16,0,1,0,0,0,0,0,0,0,0,0,0,1,23,1,11
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,14,1,1,0,0,0,0,0,0,0,0,0,0,0,52,77,1
Minor Arterial,Scarborough,Intersection,Non Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Fatal,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,43,137,9
Local,Etobicoke York,Intersection,Other,Stop Sign,Clear,Dark,Wet,SMV Other,Driver,Minor,Automobile,2,0,1,0,0,0,0,0,0,0,1,0,0,1,31,27,1
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Minor,Automobile,17,0,1,0,0,0,0,0,0,0,0,1,1,0,23,1,4
Local,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Automobile,20,1,1,0,0,0,0,0,0,0,0,0,0,0,33,45,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Angle,Vehicle Owner,None,Other,7,0,1,0,1,0,0,0,1,0,0,0,0,0,31,27,1
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Minor,Automobile,16,0,1,0,0,0,0,0,1,0,0,0,0,0,42,117,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Turning Movement,Driver,None,Automobile,21,1,1,0,0,0,0,0,1,0,0,0,0,0,33,53,10
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,8,0,1,0,0,0,0,0,0,0,0,0,1,0,11,84,2
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,None,Automobile,2,0,1,0,0,0,0,0,1,1,0,0,0,1,41,120,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Major,Other,7,0,1,0,0,0,0,0,0,0,0,0,0,1,43,136,8
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,22,1,1,0,0,0,0,0,1,0,0,0,0,0,11,83,4
Major Arterial,North York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,None,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,0,1,32,40,5
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Pedestrian Collisions,Driver,None,Automobile,20,0,1,0,0,0,0,0,1,0,0,0,1,0,31,22,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,19,1,1,0,0,0,0,0,1,0,0,0,0,0,53,56,8
Major Arterial,Etobicoke York,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Fatal,Other,12,0,0,0,1,0,0,0,0,0,0,0,1,0,31,21,10
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Sideswipe,Passenger,Minor,Other,21,1,1,0,0,0,0,0,0,0,0,0,0,1,55,70,7
Other,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,16,0,0,0,0,1,0,0,0,0,0,0,1,0,43,127,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Fatal,2 Wheels,15,0,1,1,0,0,0,0,1,0,0,0,0,0,23,1,6
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Fatal,Automobile,14,0,1,0,0,0,0,0,0,0,0,0,0,0,12,110,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,None,Automobile,15,0,1,1,0,0,0,0,1,1,0,0,0,0,22,13,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,11,0,1,0,0,0,0,0,1,1,0,0,1,0,12,115,11
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Minor,Other,10,0,1,0,0,0,0,1,1,1,0,0,1,1,43,138,6
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,7,0,1,0,0,0,0,0,0,0,0,0,1,1,41,120,10
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,None,Other,10,0,1,0,0,0,0,0,0,0,0,0,0,0,55,62,10
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,51,72,4
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Major,Other,16,0,1,0,0,0,0,0,1,1,0,0,0,1,41,120,8
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Bus,16,0,0,0,0,1,0,0,0,0,0,0,1,0,52,78,5
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Sideswipe,Driver,Major,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,0,1,14,85,10
